GP,W,L,AGT,K,D,KD,CKPM,GPR,GSPD,GD15,FB%,FT%,F3T%,HLD%,FD%,DRG%,ELD%,FBN%,BN%,LNE%,JNG%,WPM,CWPM,WCPM,win_rate,Team,division,EGR,MLR,year
20,9,11,31.0,232,290,0.8,0.84,-1.54,-0.042,-1549.0,0.45,0.3,0.35,0.5,0.6,0.53,0.0,0.5,0.5,0.5,0.485,2.91,1.2,1.29,45.0,Fenerbahçe Esports,TCL,36.9,8.1,2021
5,2,3,31.4,70,73,0.96,0.91,-1.11,-0.071,-1277.0,0.2,0.4,0.2,0.5,0.2,0.39,0.0,0.4,0.5,0.493,0.455,3.39,1.43,1.45,40.0,Flamengo Esports,CBLOL,30.3,9.7,2021
18,6,12,33.7,220,248,0.89,0.77,-0.76,-0.025,-929.0,0.5,0.28,0.33,0.31,0.5,0.46,1.0,0.33,0.32,0.496,0.48,3.25,1.29,1.5,33.33,FlyQuest,LCS,40.8,-7.4,2021
7,3,4,32.2,100,115,0.87,0.95,0.41,-0.011000000000000001,436.0,0.71,0.43,0.29,0.38,0.71,0.63,1.0,0.43,0.45,0.49700000000000005,0.51,3.52,1.35,1.31,42.86,Fnatic,LEC,57.2,-14.3,2021
5,2,3,31.8,49,67,0.73,0.72,-0.47,-0.038,-178.0,0.6,0.0,0.4,0.4,1.0,0.48,0.0,0.2,0.33,0.505,0.413,3.03,1.26,1.53,40.0,Fukuoka SoftBank HAWKS gaming,LJL,53.0,-13.0,2021
20,13,7,29.8,267,271,0.99,0.9,0.01,0.009000000000000001,8.0,0.4,0.5,0.65,0.0,0.5,0.53,0.0,0.53,0.62,0.502,0.509,3.37,1.35,1.48,65.0,FunPlus Phoenix,LPL,53.3,11.7,2021
5,2,3,32.4,52,79,0.66,0.81,-0.89,-0.062,-1065.0,0.8,0.4,0.4,0.5,0.6,0.67,0.0,0.4,0.29,0.491,0.495,3.68,1.52,1.73,40.0,Furious Gaming,LLA,42.6,-2.6,2021
13,5,8,34.2,163,208,0.78,0.83,-0.92,-0.048,-963.0,0.31,0.46,0.38,0.4,0.38,0.44,1.0,0.31,0.28,0.499,0.48200000000000004,3.81,1.35,1.4,38.46,G2 Esports,LEC,41.3,-2.8,2021
7,6,1,26.8,133,77,1.73,1.11,1.35,0.126,1607.0,0.57,0.71,0.57,0.57,0.43,0.52,0.0,0.71,0.86,0.52,0.525,3.76,1.29,1.57,85.71,GAM Esports,VCS,56.5,29.2,2021
19,6,13,30.9,215,293,0.73,0.86,-0.93,-0.057999999999999996,-963.0,0.53,0.32,0.26,0.46,0.53,0.44,0.0,0.32,0.26,0.502,0.45899999999999996,2.9,1.39,1.1,31.58,Galakticos,TCL,35.1,-3.5,2021
18,11,7,33.5,266,191,1.39,0.76,0.99,0.07,1110.0,0.44,0.61,0.72,0.54,0.44,0.48,0.0,0.67,0.64,0.498,0.54,3.06,1.28,1.38,61.11,Galatasaray Esports,TCL,61.1,0.0,2021
4,1,3,35.0,35,68,0.51,0.74,-0.72,-0.078,219.0,0.25,0.5,0.5,0.63,0.75,0.43,0.0,0.25,0.33,0.512,0.5,3.39,1.16,1.15,25.0,Gambit Esports,LCL,57.7,-32.7,2021
6,3,3,35.6,67,53,1.26,0.56,-0.4,-0.025,-615.0,0.33,0.33,0.5,0.42,0.5,0.47,1.0,0.17,0.22,0.511,0.479,4.18,1.69,1.87,50.0,Gen.G,LCK,44.4,5.6,2021
18,3,15,35.0,135,294,0.46,0.68,-0.94,-0.11599999999999999,-956.0,0.28,0.28,0.28,0.26,0.33,0.38,0.5,0.22,0.39,0.496,0.45799999999999996,3.41,1.35,1.51,16.67,Golden Guardians,LCS,38.7,-22.0,2021
8,3,5,35.3,95,108,0.88,0.72,0.01,-0.025,37.0,0.5,0.63,0.38,0.71,0.63,0.54,1.0,0.38,0.36,0.504,0.473,3.9,1.52,2.02,37.5,Hanwha Life Esports,LCK,57.3,-19.8,2021
6,2,4,29.3,76,97,0.78,0.98,-0.58,-0.055,-656.0,0.5,0.17,0.17,0.5,0.67,0.56,0.0,0.33,0.38,0.493,0.456,3.36,1.47,1.57,33.33,Hong Kong Attitude,PCS,38.2,-4.9,2021
6,1,5,29.5,52,100,0.52,0.86,-1.94,-0.149,-1908.0,0.33,0.0,0.33,0.33,0.33,0.23,0.0,0.33,0.29,0.49700000000000005,0.41100000000000003,3.69,1.42,1.46,16.67,INFINITY,MSI,28.8,-12.1,2021
9,6,3,33.0,139,86,1.62,0.76,0.7,0.055,551.0,0.22,0.56,0.56,0.56,0.56,0.46,0.0,0.56,0.7,0.505,0.502,3.63,1.37,1.65,66.67,INFINITY,LLA,51.9,14.8,2021
18,7,11,32.7,184,186,0.99,0.63,-0.74,-0.026000000000000002,-1032.0,0.39,0.28,0.39,0.49,0.28,0.3,0.5,0.33,0.39,0.493,0.483,3.62,1.26,1.45,38.89,Immortals,LCS,34.0,4.9,2021
4,0,4,29.0,28,92,0.3,1.03,-2.25,-0.201,-1719.0,0.5,0.25,0.0,0.5,0.5,0.25,0.0,0.0,0.0,0.504,0.425,2.75,1.03,1.07,0.0,Impunity,PCS,35.9,-35.9,2021
5,2,3,31.4,52,51,1.02,0.66,1.05,0.063,1793.0,0.4,0.8,0.8,0.0,0.6,0.49,0.0,1.0,0.67,0.502,0.495,3.35,1.51,1.7,40.0,Invictus Gaming,LPL,72.5,-32.5,2021
12,5,7,33.0,195,155,1.26,0.88,0.81,0.07,1193.0,0.42,0.67,0.83,0.63,0.25,0.45,0.0,0.5,0.45,0.504,0.5589999999999999,3.33,1.28,1.84,41.67,J Team,PCS,58.0,-16.3,2021
4,1,3,32.1,52,63,0.83,0.89,0.26,-0.034,190.0,1.0,0.5,0.25,0.0,0.5,0.47,0.0,0.5,0.29,0.503,0.513,2.78,1.1,1.67,25.0,JD Gaming,LPL,49.6,-24.6,2021
4,1,3,30.5,44,66,0.67,0.9,-0.9,-0.079,-1135.0,0.0,0.5,0.75,0.5,0.5,0.44,0.0,0.75,0.5,0.491,0.5,3.39,1.33,1.48,25.0,KaBuM! e-Sports,CBLOL,42.0,-17.0,2021
3,0,3,24.5,15,67,0.22,1.12,-3.32,-0.214,-5383.0,0.0,0.33,0.0,0.0,0.67,0.25,0.0,0.0,0.0,0.466,0.419,3.13,1.15,1.14,0.0,LNG Esports,LPL,14.5,-14.5,2021
5,2,3,32.0,75,72,1.04,0.91,0.16,0.013999999999999999,-142.0,0.4,0.6,0.4,0.67,0.6,0.38,0.0,0.6,0.67,0.491,0.486,3.34,1.43,1.49,40.0,LOUD,CBLOL,41.1,-1.1,2021
21,12,9,30.7,319,287,1.11,0.93,0.51,0.026000000000000002,400.0,0.57,0.52,0.57,0.52,0.43,0.52,0.0,0.52,0.56,0.506,0.502,3.69,1.3,1.67,57.14,MAD Lions,MSI,56.2,1.0,2021
13,9,4,33.6,219,167,1.31,0.88,-0.16,0.057999999999999996,-622.0,0.54,0.54,0.54,0.69,0.38,0.47,0.33,0.62,0.68,0.5,0.526,3.38,1.29,1.53,69.23,MAD Lions,LEC,41.4,27.9,2021
17,11,6,33.4,282,221,1.28,0.88,0.46,0.055,290.0,0.59,0.59,0.59,0.36,0.65,0.56,1.0,0.59,0.74,0.499,0.515,3.7,1.42,1.68,64.71,Machi Esports,PCS,54.7,10.0,2021
18,12,6,30.4,262,214,1.22,0.87,0.63,0.055,1029.0,0.44,0.78,0.72,0.53,0.78,0.61,1.0,0.56,0.52,0.506,0.509,3.02,1.17,1.21,66.67,NASR eSports Turkey,TCL,64.3,2.3,2021
5,2,3,37.2,66,73,0.9,0.75,0.16,-0.008,902.0,0.6,0.4,0.6,0.25,0.4,0.38,0.0,0.4,0.43,0.494,0.5,4.16,1.28,2.12,40.0,Nongshim RedForce,LCK,52.5,-12.5,2021
3,0,3,30.7,14,53,0.26,0.73,-1.24,-0.102,-1402.0,0.33,0.33,0.67,0.0,0.33,0.36,0.0,0.33,0.33,0.491,0.451,3.11,1.33,1.07,0.0,ORDER,LCO,29.7,-29.7,2021
3,0,3,38.5,32,51,0.63,0.72,0.14,0.003,72.0,1.0,0.33,0.33,0.33,0.33,0.35,0.0,0.67,0.8,0.489,0.499,3.14,1.23,1.61,0.0,One Breath Gaming,LCL,49.4,-49.4,2021
16,9,7,32.9,250,172,1.45,0.8,1.29,0.06,2206.0,0.88,0.94,0.69,0.57,0.69,0.54,0.5,0.5,0.54,0.506,0.503,3.18,1.29,1.58,56.25,PEACE,LCO,70.9,-14.7,2021
9,9,0,32.9,167,79,2.11,0.83,1.04,0.052000000000000005,714.0,0.67,0.67,0.56,0.47,0.44,0.69,0.0,0.56,0.73,0.506,0.5329999999999999,3.92,1.3,2.1,100.0,PSG Talon,PCS,57.6,42.4,2021
20,11,9,30.8,319,236,1.35,0.9,0.8,0.034,1417.0,0.65,0.55,0.5,0.6,0.55,0.55,0.0,0.65,0.61,0.498,0.506,3.68,1.29,1.78,55.0,PSG Talon,MSI,60.3,-5.3,2021
19,4,15,26.4,174,332,0.52,1.0,-2.61,-0.14300000000000002,-4136.0,0.42,0.16,0.21,0.13,0.58,0.45,0.0,0.26,0.29,0.485,0.446,2.82,1.14,1.15,21.05,Pentanet.GG,MSI,20.8,0.2,2021
9,6,3,35.7,128,135,0.95,0.81,-0.58,0.01,-1316.0,0.0,0.11,0.56,0.53,0.44,0.59,0.5,0.78,0.67,0.495,0.521,3.42,1.29,1.62,66.67,Pentanet.GG,LCO,38.8,27.8,2021
8,4,4,30.1,96,95,1.01,0.79,0.04,0.006999999999999999,219.0,0.88,0.38,0.25,0.5,0.75,0.57,0.0,0.25,0.42,0.499,0.508,3.43,1.58,1.19,50.0,RED Canids,CBLOL,51.0,-1.0,2021
4,1,3,36.6,45,64,0.7,0.75,-0.55,-0.091,-505.0,0.5,0.5,0.25,0.5,0.75,0.43,0.0,0.25,0.25,0.505,0.478,2.6,0.97,1.45,25.0,Rainbow7,LLA,42.2,-17.2,2021
9,4,5,31.8,95,108,0.88,0.71,-0.19,-0.027000000000000003,-552.0,0.56,0.44,0.22,0.0,0.56,0.53,1.0,0.25,0.36,0.499,0.509,3.37,1.04,1.58,44.44,Rare Atom,LPL,41.2,3.3,2021
7,1,6,29.8,50,92,0.54,0.68,-1.4,-0.069,-1029.0,0.0,0.0,0.43,0.29,0.29,0.32,0.0,0.14,0.13,0.49700000000000005,0.486,2.97,1.07,1.44,14.29,Rascal Jester,LJL,37.8,-23.6,2021
17,9,8,33.3,228,225,1.01,0.8,0.93,0.003,1477.0,0.59,0.59,0.71,0.44,0.71,0.57,0.33,0.47,0.45,0.501,0.504,3.18,1.07,1.39,52.94,Rogue,LEC,68.2,-15.3,2021
27,21,6,29.5,463,329,1.41,0.99,1.51,0.091,2425.0,0.56,0.85,0.67,0.72,0.48,0.54,1.0,0.56,0.66,0.509,0.539,3.66,1.36,1.61,77.78,Royal Never Give Up,MSI,65.2,12.6,2021
17,9,8,31.8,276,250,1.1,0.97,0.05,0.006,-541.0,0.59,0.47,0.47,0.0,0.47,0.47,0.0,0.57,0.65,0.49700000000000005,0.484,3.44,1.42,1.65,52.94,Royal Never Give Up,LPL,45.1,8.2,2021
4,1,3,34.5,55,76,0.72,0.95,-1.91,-0.083,-2294.0,0.0,0.25,0.5,0.29,0.25,0.22,0.0,0.25,0.29,0.502,0.435,3.05,1.28,1.44,25.0,SK Gaming,LEC,22.1,2.9,2021
8,4,4,29.1,130,115,1.13,1.05,0.28,0.02,467.0,0.25,0.38,0.88,0.69,0.5,0.58,0.0,0.5,0.45,0.494,0.522,3.62,1.48,1.69,50.0,Saigon Buffalo,VCS,59.9,-9.9,2021
8,5,3,30.3,105,77,1.36,0.75,0.56,0.034,530.0,0.63,0.5,0.38,0.53,0.75,0.68,1.0,0.63,0.64,0.502,0.507,3.21,1.29,1.61,62.5,Sengoku Gaming,LJL,57.5,5.0,2021
10,7,3,28.7,163,93,1.75,0.89,0.53,0.052000000000000005,880.0,0.6,0.5,0.7,0.0,0.5,0.54,0.0,0.57,0.5,0.503,0.525,3.62,1.38,1.45,70.0,Suning,LPL,60.5,9.5,2021
18,15,3,33.3,302,191,1.58,0.82,0.89,0.059000000000000004,598.0,0.5,0.5,0.5,0.38,0.82,0.67,1.0,0.72,0.81,0.506,0.529,2.77,1.16,1.33,83.33,SuperMassive Esports,TCL,58.7,23.6,2021
7,3,4,34.7,68,78,0.87,0.6,0.28,0.022000000000000002,758.0,0.57,0.57,0.71,0.57,0.43,0.47,0.0,0.57,0.5,0.496,0.501,3.81,1.44,1.88,42.86,T1,LCK,55.5,-12.6,2021
18,12,6,33.9,238,194,1.23,0.71,0.34,0.048,129.0,0.33,0.61,0.61,0.63,0.39,0.48,0.33,0.72,0.76,0.496,0.526,3.62,1.3,1.52,66.67,TSM,LCS,50.8,15.9,2021
18,0,18,27.9,122,348,0.35,0.94,-2.67,-0.16899999999999998,-3367.0,0.33,0.11,0.11,0.25,0.28,0.21,1.0,0.11,0.1,0.488,0.42200000000000004,3.05,1.13,1.14,0.0,Team AURORA,TCL,15.7,-15.7,2021
18,12,6,32.2,244,161,1.52,0.7,1.53,0.08900000000000001,2096.0,0.67,0.89,0.78,0.78,0.67,0.64,0.0,0.67,0.63,0.506,0.5379999999999999,3.21,1.15,1.6,66.67,Team Liquid,LCS,76.9,-10.2,2021
8,3,5,29.8,130,141,0.92,1.13,-0.11,-0.015,-824.0,0.88,0.25,0.5,0.44,0.63,0.61,1.0,0.5,0.7,0.49700000000000005,0.49200000000000005,3.38,1.24,1.41,37.5,Team Secret,VCS,46.6,-9.1,2021
3,0,3,26.8,7,41,0.17,0.6,-1.65,-0.12300000000000001,-1417.0,0.33,0.33,0.0,0.0,0.33,0.33,0.0,0.0,0.0,0.489,0.478,3.01,1.14,1.73,0.0,Team WE,LPL,35.0,-35.0,2021
12,5,7,33.2,206,197,1.05,1.01,1.41,0.059000000000000004,2752.0,0.5,0.75,0.8,0.0,0.5,0.6,1.0,0.67,0.5,0.514,0.52,3.04,1.35,1.84,41.67,Top Esports,LPL,66.7,-16.7,2021
9,2,7,26.6,71,150,0.47,0.92,-2.11,-0.11599999999999999,-2932.0,0.44,0.33,0.33,0.44,0.11,0.18,0.0,0.22,0.25,0.489,0.42700000000000005,2.77,0.95,1.25,22.22,Unicorns of Love.CIS,MSI,29.6,-7.4,2021
8,6,2,34.1,143,80,1.79,0.82,0.84,0.075,87.0,0.75,0.63,0.5,0.44,0.25,0.54,0.75,0.63,0.69,0.491,0.516,2.8,0.96,1.3,75.0,Unicorns of Love.CIS,LCL,45.7,29.3,2021
17,10,7,31.7,207,182,1.14,0.72,0.54,0.04,430.0,0.53,0.88,0.59,0.61,0.24,0.46,0.0,0.65,0.58,0.49700000000000005,0.53,3.2,1.4,1.47,58.82,V3 Esports,LJL,50.9,8.0,2021
8,4,4,30.7,97,84,1.15,0.74,-0.01,0.024,18.0,0.38,0.38,0.5,0.5,0.0,0.32,0.0,0.5,0.58,0.498,0.47200000000000003,3.25,1.37,1.41,50.0,Vorax Liberty,CBLOL,48.0,2.0,2021
6,2,4,32.4,68,114,0.6,0.94,-0.91,-0.021,-1217.0,0.5,0.5,0.5,0.5,0.33,0.46,0.0,0.5,0.57,0.486,0.502,3.53,1.55,1.44,33.33,paiN Gaming,MSI,38.6,-5.3,2021
14,9,5,31.7,198,191,1.04,0.88,0.57,0.025,696.0,0.64,0.64,0.71,0.44,0.71,0.66,0.0,0.57,0.44,0.51,0.5329999999999999,3.68,1.49,1.46,64.29,paiN Gaming,CBLOL,63.1,1.2,2021
18,14,4,32.3,305,191,1.6,0.85,1.42,0.092,1502.0,0.56,0.83,0.83,0.72,0.44,0.58,0.6,0.61,0.73,0.504,0.55,2.78,1.17,1.39,77.78,İstanbul Wildcats,TCL,67.8,9.9,2021
6,1,5,32.8,91,130,0.7,1.12,-1.25,-0.09300000000000001,-1249.0,0.33,0.17,0.33,0.33,0.5,0.32,1.0,0.17,0.11,0.505,0.44799999999999995,2.7,1.0,1.33,16.67,İstanbul Wildcats,MSI,32.6,-15.9,2021
